500	10	5.39011401800117e-12	8.7641346736649e-12
5000	10	3.74305509350254e-12	5.35238510029772e-12
50000	10	9.68645194436568e-15	1.46062223264237e-14
5e+05	10	2.03248974626656e-15	3.02455594261528e-15
50000	15	6.74665198382475e-14	9.93798161386352e-14
50000	20	3.26957184845461e-13	5.54223839971991e-13
50000	50	4.98379256062749e-13	8.83929706733983e-13
50000	100	2.87839862864215e-12	3.92411854659924e-12
